"","PDB_ID","protein1_name","protein2_name","protein1_synonyms","protein2_synonyms","species1_name","species2_name","species1_TaxID","species2_TaxID","Type","Value","Unit"
"377","4nl9","ANKYRIN REPEAT AND SAM DOMAIN-CONTAINING PROTEIN 3","ANKYRIN REPEAT AND SAM DOMAIN-CONTAINING PROTEIN 6","NA","ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 14,SAMCYSTIN,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.49e-07,"M"
"378","4nzw","CALCIUM-BINDING PROTEIN 39","SERINE","MO25ALPHA,PROTEIN MO25","STE20-LIKE KINASE,STERILE 20","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.04e-07,"M"
"379","4ol0","GTP-BINDING NUCLEAR PROTEIN RAN","TRANSPORTIN-3","ANDROGEN RECEPTOR-ASSOCIATED PROTEIN 24,GTPASE RAN,RAS-","IMPORTIN-12,IMP12,TRANSPORTIN-SR,TRN-SR","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.7e-09,"M"
"380","4ovn","CALMODULIN","SODIUM CHANNEL PROTEIN TYPE 5 SUBUNIT ALPHA","CAM","HH1,SODIUM CHANNEL PROTEIN CARDIAC MUSCLE SUBUNIT ALPHA,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.6e-08,"M"
"381","4pas","GAMMA-AMINOBUTYRIC ACID TYPE B RECEPTOR SUBUNIT 1","GAMMA-AMINOBUTYRIC ACID TYPE B RECEPTOR SUBUNIT 2","GB1","GB2,G-PROTEIN COUPLED RECEPTOR 51,HG20","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.266e-07,"M"
"382","4pbz","HISTONE-BINDING PROTEIN RBBP4","METASTASIS-ASSOCIATED PROTEIN MTA1","CHROMATIN ASSEMBLY FACTOR 1 SUBUNIT C,CAF-1 SUBUNIT C,","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5e-08,"M"
"383","4pc0","HISTONE-BINDING PROTEIN RBBP4","METASTASIS-ASSOCIATED PROTEIN MTA1","CHROMATIN ASSEMBLY FACTOR 1 SUBUNIT C,CAF-1 SUBUNIT C,","HUMAN MTA1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-07,"M"
"384","4pvz","IMPORTIN SUBUNIT ALPHA","INNER NUCLEAR MEMBRANE PROTEIN HEH2","KARYOPHERIN SUBUNIT ALPHA,KARYOPHERIN-60,SERINE-RICH RNA","HELIX-EXTENSION-HELIX DOMAIN-CONTAINING PROTEIN 2","SACCHAROMYCES CEREVISIAE S288C","SACCHAROMYCES CEREVISIAE S288C","559292","559292","Kd",2.73e-08,"M"
"385","4qt8","MACROPHAGE-STIMULATING PROTEIN RECEPTOR","HEPATOCYTE GROWTH FACTOR-LIKE PROTEIN","MSP RECEPTOR,CDW136,PROTEIN-TYROSINE KINASE 8,P185-RON,","MACROPHAGE STIMULATORY PROTEIN,MACROPHAGE-STIMULATING","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.8e-07,"M"
"386","4re1","TRANSCRIPTIONAL ENHANCER FACTOR TEF-1","YORKIE HOMOLOG","NTEF-1,PROTEIN GT-IIC,TEA DOMAIN FAMILY MEMBER 1,TEAD-1,","65 KDA YES-ASSOCIATED PROTEIN,YAP65","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.2e-06,"M"
"387","4rey","GOLGI REASSEMBLY-STACKING PROTEIN 1","GOLGIN SUBFAMILY A MEMBER 2","GOLGI PERIPHERAL MEMBRANE PROTEIN P65,GOLGI PHOSPHOPROTEIN","130 KDA CIS-GOLGI MATRIX PROTEIN,GM130,GM130 AUTOANTIGEN,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.08e-07,"M"
"388","4rjf","PROLIFERATING CELL NUCLEAR ANTIGEN","CYCLIN-DEPENDENT KINASE INHIBITOR 1","PCNA,CYCLIN","CDK-INTERACTING PROTEIN 1,MELANOMA DIFFERENTIATION-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.5e-07,"M"
"389","4rs1","GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR RECEPTOR","GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR","GM-CSF-R-ALPHA,GMCSFR-ALPHA,GMR-ALPHA,CDW116","GM-CSF,COLONY-STIMULATING FACTOR,CSF,MOLGRAMOSTIN,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.39e-08,"M"
"390","4s0s","NUCLEAR RECEPTOR SUBFAMILY 1 GROUP I MEMBER 2","ADNECTIN-1","ORPHAN NUCLEAR RECEPTOR PAR1,ORPHAN NUCLEAR RECEPTOR PXR,","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.14e-08,"M"
"391","4tq0","AUTOPHAGY PROTEIN 5","AUTOPHAGY-RELATED PROTEIN 16-1","APG5-LIKE,APOPTOSIS-SPECIFIC PROTEIN","APG16-LIKE 1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6.9e-06,"M"
"392","4tq1","AUTOPHAGY PROTEIN 5","TECTONIN BETA-PROPELLER REPEAT-CONTAINING PROTEIN 1","APG5-LIKE,APOPTOSIS-SPECIFIC PROTEIN","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",0.00035,"M"
"393","4u4c","ATP-DEPENDENT RNA HELICASE DOB1","PROTEIN AIR2","MRNA TRANSPORT REGULATOR MTR4","ARGININE METHYLTRANSFERASE-INTERACTING RING FINGER PROTEIN","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","559292","559292","Kd",3.1e-07,"M"
"394","4uem","UBIQUITIN CARBOXYL-TERMINAL HYDROLASE ISOZYME L5","PROTEASOMAL UBIQUITIN RECEPTOR ADRM1","UCH-L5,UBIQUITIN C-TERMINAL HYDROLASE UCH37,UBIQUITIN","110 KDA CELL MEMBRANE GLYCOPROTEIN,GP110,ADHESION-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6.4e-09,"M"
"395","4ui0","RGM DOMAIN FAMILY MEMBER B","BONE MORPHOGENETIC PROTEIN 2","DRG11-RESPONSIVE AXONAL GUIDANCE AND OUTGROWTH OF NEURITE,","BMP-2,BONE MORPHOGENETIC PROTEIN 2A,BMP-2A,BMP2","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",8.8e-08,"M"
"396","4ui1","HEMOJUVELIN","BONE MORPHOGENETIC PROTEIN 2","HEMOCHROMATOSIS TYPE 2 PROTEIN,RGM DOMAIN FAMILY MEMBER","BMP-2,BONE MORPHOGENETIC PROTEIN 2A,BMP-2A,BMP2","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.24e-07,"M"
"397","4w4o","IG GAMMA-1 CHAIN C REGION","HIGH AFFINITY IMMUNOGLOBULIN GAMMA FC RECEPTOR I","NA","IGG FC RECEPTOR I,FC-GAMMA RI,FCRI,FC-GAMMA RIA,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.2e-09,"M"
"398","4wnd","G-PROTEIN-SIGNALING MODULATOR 2","FERM AND PDZ DOMAIN-CONTAINING PROTEIN 4","MOSAIC PROTEIN LGN","PDZ DOMAIN-CONTAINING PROTEIN 10,PSD-95-INTERACTING","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.29e-08,"M"
"399","4x33","DIPHTHAMIDE BIOSYNTHESIS PROTEIN 3","PROTEIN ATS1","KLUYVEROMYCES LACTIS TOXIN-INSENSITIVE PROTEIN 11","ALPHA-TUBULIN SUPPRESSOR 1","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","559292","559292","Kd",2.5e-07,"M"
"400","4x4m","IG GAMMA-1 CHAIN C REGION","HIGH AFFINITY IMMUNOGLOBULIN GAMMA FC RECEPTOR I","NA","IGG FC RECEPTOR I,FC-GAMMA RI,FCRI,FC-GAMMA RIA,FCGAMMARIA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",8.8e-09,"M"
"401","4x7s","EPIDIDYMIS LUMINAL PROTEIN 214","IG KAPPA CHAIN C REGION","NA","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1e-08,"M"
"402","4xhu","POLY ","PROTEIN TIMELESS HOMOLOG","PARP-1,ADP-RIBOSYLTRANSFERASE DIPHTHERIA TOXIN-LIKE 1,ARTD1,","HTIM","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.6e-08,"M"
"403","4xkl","UBIQUITIN","CALCIUM-BINDING AND COILED-COIL DOMAIN-CONTAINING PROTEIN","NA","ANTIGEN NUCLEAR DOT 52 KDA PROTEIN,NUCLEAR DOMAIN 10 PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.91e-05,"M"
"404","4xoi","TRANSFORMING PROTEIN RHOA","ACTIN-BINDING PROTEIN ANILLIN","RHO CDNA CLONE 12,H12","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.3e-06,"M"
"405","4xxb","60S RIBOSOMAL PROTEIN L11","E3 UBIQUITIN-PROTEIN LIGASE MDM2","CLL-ASSOCIATED ANTIGEN KW-12","DOUBLE MINUTE 2 PROTEIN,HDM2,ONCOPROTEIN MDM2,P53-BINDING","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.48e-06,"M"
"406","4y5o","MALCAVERNIN","MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3","CEREBRAL CAVERNOUS MALFORMATIONS 2 PROTEIN","MAPK","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.4e-06,"M"
"407","4yc7","FORMIN-LIKE PROTEIN 2","CELL DIVISION CONTROL PROTEIN 42 HOMOLOG","FORMIN HOMOLOGY 2 DOMAIN-CONTAINING PROTEIN 2,FMNL2","G25K GTP-BINDING PROTEIN,CDC42","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.89e-06,"M"
"408","4ydh","FORMIN-LIKE PROTEIN 1","CELL DIVISION CONTROL PROTEIN 42 HOMOLOG","CLL-ASSOCIATED ANTIGEN KW-13,LEUKOCYTE FORMIN","G25K GTP-BINDING PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.55e-06,"M"
"409","4yiq","CARCINOEMBRYONIC ANTIGEN-RELATED CELL ADHESION MOLECULE 8","CARCINOEMBRYONIC ANTIGEN-RELATED CELL ADHESION MOLECULE 6","CD67 ANTIGEN,CARCINOEMBRYONIC ANTIGEN CGM6,NON-SPECIFIC","NON-SPECIFIC CROSSREACTING ANTIGEN,NORMAL CROSS-REACTING","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2e-06,"M"
"410","4yoc","DNA (CYTOSINE-5)-METHYLTRANSFERASE 1","UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 7","DNMT1,CXXC-TYPE ZINC FINGER PROTEIN 9,DNA METHYLTRANSFERASE","DEUBIQUITINATING ENZYME 7,HERPESVIRUS-ASSOCIATED UBIQUITIN-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6e-07,"M"
"411","4yyp","SERINE","SCL-INTERRUPTING LOCUS PROTEIN","POLO-LIKE KINASE 4,PLK-4,SERINE","TAL-1-INTERRUPTING LOCUS PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.8e-07,"M"
"412","4z9v","BCL-2-LIKE PROTEIN 1","TRANSLATIONALLY-CONTROLLED TUMOR PROTEIN","BCL2-L-1,APOPTOSIS REGULATOR BCL-X","TCTP,FORTILIN,HISTAMINE-RELEASING FACTOR,HRF,P23","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.2e-05,"M"
"413","4zgy","ORNITHINE DECARBOXYLASE","ORNITHINE DECARBOXYLASE ANTIZYME 1","ODC","ODC-AZ","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7e-07,"M"
"414","4zrj","MERLIN","MERLIN","MOESIN-EZRIN-RADIXIN-LIKE PROTEIN,NEUROFIBROMIN-2,","MOESIN-EZRIN-RADIXIN-LIKE PROTEIN,NEUROFIBROMIN-2,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.9e-06,"M"
"415","4zrp","TRANSCOBALAMIN-2","CD320 ANTIGEN","TC-2,TRANSCOBALAMIN II,TCII","8D6 ANTIGEN,FDC-SIGNALING MOLECULE 8D6,FDC-SM-8D6,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.8e-09,"M"
"416","5b75","HISTONE ACETYLTRANSFERASE KAT6A","HISTONE H3","MOZ","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1e-05,"M"
"417","5b76","HISTONE ACETYLTRANSFERASE KAT6A","HISTONE H3","MOZ","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.8e-06,"M"
"418","5b77","HISTONE ACETYLTRANSFERASE KAT6A","HISTONE H3","MOZ","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.08e-05,"M"
"419","5b78","HISTONE ACETYLTRANSFERASE KAT6A","HISTONE H3","MOZ","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.88e-06,"M"
"420","5brm","MOB KINASE ACTIVATOR 1A","SERINE","MOB1 ALPHA,MOB1A,MOB1 HOMOLOG 1B,MPS ONE BINDER KINASE","MAMMALIAN STE20-LIKE PROTEIN KINASE 2,MST-2,STE20-LIKE","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.19e-07,"M"
"421","5bw7","IG GAMMA-1 CHAIN C REGION","LOW AFFINITY IMMUNOGLOBULIN GAMMA FC REGION RECEPTOR III-A","NA","CD16A ANTIGEN,FC-GAMMA RIII-ALPHA,FCRIIIA,FCR-10,IGG FC","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.23e-08,"M"
"422","5c4v","MOTHERS AGAINST DECAPENTAPLEGIC HOMOLOG 4","SKI-LIKE PROTEIN","MOTHERS AGAINST DPP HOMOLOG 4,DELETION TARGET IN PANCREATIC","SKI-RELATED ONCOGENE,SKI-RELATED PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.1e-06,"M"
"423","5cmn","LEUCINE-RICH REPEAT TRANSMEMBRANE PROTEIN FLRT3","LATROPHILIN-3","FIBRONECTIN-LIKE DOMAIN-CONTAINING LEUCINE-RICH","CALCIUM-INDEPENDENT ALPHA-LATROTOXIN RECEPTOR 3,CIRL-3,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.2e-07,"M"
"424","5ctr","SQUAMOUS CELL CARCINOMA ANTIGEN RECOGNIZED BY T-CELLS 3","UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 4","SART-3,TAT-INTERACTING PROTEIN OF 110 KDA,TIP110,P110","DEUBIQUITINATING ENZYME 4,UBIQUITIN THIOESTERASE 4,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",8.8e-07,"M"
"425","5cx3","MICROTUBULE-ASSOCIATED PROTEINS 1A","FYVE AND COILED-COIL DOMAIN-CONTAINING PROTEIN 1","AUTOPHAGY-RELATED PROTEIN LC3 A,AUTOPHAGY-RELATED UBIQUITIN-","ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 7","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.4e-07,"M"
"426","5d1k","UBIQUITIN-CONJUGATING ENZYME E2 D2","E3 UBIQUITIN-PROTEIN LIGASE RNF25","UBIQUITIN CARRIER PROTEIN D2,UBIQUITIN-CONJUGATING ENZYME","RING FINGER PROTEIN 25","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.8e-07,"M"
"427","5d1l","UBIQUITIN-CONJUGATING ENZYME E2 D2","E3 UBIQUITIN-PROTEIN LIGASE RNF25","UBIQUITIN CARRIER PROTEIN D2,UBIQUITIN-CONJUGATING ENZYME","RING FINGER PROTEIN 25","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.41e-07,"M"
"428","5d1m","UBIQUITIN-CONJUGATING ENZYME E2 D2","E3 UBIQUITIN-PROTEIN LIGASE RNF25","UBIQUITIN CARRIER PROTEIN D2,UBIQUITIN-CONJUGATING ENZYME","RING FINGER PROTEIN 25","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6.2e-08,"M"
"429","5d3f","14-3-3 PROTEIN ZETA","CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR","PROTEIN KINASE C INHIBITOR PROTEIN 1,KCIP-1","CFTR,ATP-BINDING CASSETTE SUB-FAMILY C MEMBER 7,CHANNEL","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",8.05e-06,"M"
"430","5dc4","TYROSINE-PROTEIN KINASE ABL1","AS25 MONOBODY","ABELSON MURINE LEUKEMIA VIRAL ONCOGENE HOMOLOG 1,ABELSON","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.5e-08,"M"
"431","5dmj","TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 5","3H65-5 DOMAIN ANTIBODY (DAB)","B-CELL SURFACE ANTIGEN CD40,BP50,CD40L RECEPTOR,CDW40","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5.3e-09,"M"
"432","5e95","MB(NS1)","GTPASE HRAS","NA","H-RAS-1,HA-RAS,TRANSFORMING PROTEIN P21,C-H-RAS,P21RAS","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.57e-08,"M"
"433","5ee5","BREFELDIN A-INHIBITED GUANINE NUCLEOTIDE-EXCHANGE PROTEIN","ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 1","BREFELDIN A-INHIBITED GEP 1,ADP-RIBOSYLATION FACTOR GUANINE","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.6e-05,"M"
"434","5ejc","TBC1 DOMAIN FAMILY MEMBER 7","HAMARTIN","CELL MIGRATION-INDUCING PROTEIN 23","TUBEROUS SCLEROSIS 1 PROTEIN","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.97e-07,"M"
"435","5eoa","OPTINEURIN","SERINE","E3-14","NF-KAPPA-B-ACTIVATING KINASE,T2K,TANK-BINDING KINASE 1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1e-07,"M"
"436","5eof","OPTINEURIN","SERINE","E3-14","NF-KAPPA-B-ACTIVATING KINASE,T2K,TANK-BINDING KINASE 1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.8e-06,"M"
"437","5ep6","5-AZACYTIDINE-INDUCED PROTEIN 2","SERINE","NF-KAPPA-B-ACTIVATING KINASE-ASSOCIATED PROTEIN 1,NAK-","NF-KAPPA-B-ACTIVATING KINASE,T2K,TANK-BINDING KINASE 1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.2e-07,"M"
"438","5f4e","IZUMO SPERM-EGG FUSION PROTEIN 1","SPERM-EGG FUSION PROTEIN JUNO","OOCYTE BINDING","FOLATE RECEPTOR 4,FOLATE RECEPTOR DELTA,FR-DELTA,IZUMO1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.8e-08,"M"
"439","5f5s","PRE-MRNA-SPLICING FACTOR 38A","MICROFIBRILLAR-ASSOCIATED PROTEIN 1","PRP38","MFAP1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.2e-08,"M"
"440","5fvk","VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 4","VPS4-ASSOCIATED PROTEIN 1","DOA4-INDEPENDENT DEGRADATION PROTEIN 6,PROTEIN END13,","VFA1","SACCHAROMYCES CEREVISIAE","SACCHAROMYCES CEREVISIAE","4932","4932","Kd",1.8e-06,"M"
"441","5g1x","AURORA KINASE A","N-MYC PROTO-ONCOGENE PROTEIN","AURORA 2,AURORA","CLASS E BASIC HELIX-LOOP-HELIX PROTEIN 37,BHLHE37,N-MYC","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.21e-05,"M"
"442","5gjk","SWI","SWI","B155,BRG1-ASSOCIATED FACTOR 155,BAF155,SWI","B47,BRG1-ASSOCIATED FACTOR 47,BAF47,INTEGRASE INTERACTOR 1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.2e-07,"M"
"443","5h07","POLYUBIQUITIN-C","TNFAIP3-INTERACTING PROTEIN 2","NA","A20-BINDING INHIBITOR OF NF-KAPPA-B ACTIVATION 2,ABIN-2,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.82e-06,"M"
"444","5hlz","INHIBIN BETA A CHAIN","INHIBIN BETA A CHAIN","ACTIVIN BETA-A CHAIN,ERYTHROID DIFFERENTIATION PROTEIN,EDF","ACTIVIN BETA-A CHAIN,ERYTHROID DIFFERENTIATION PROTEIN,EDF","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",5e-09,"M"
"445","5hpk","E3 UBIQUITIN-PROTEIN LIGASE NEDD4-LIKE","UBIQUITIN VARIANT NL","NEDD4","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9.7e-09,"M"
"446","5hps","WWP1 HECT","UBIQUITIN VARIANT P1","ATROPHIN-1-INTERACTING PROTEIN 5,AIP5,TGIF-INTERACTING","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",3.229e-07,"M"
"447","5hpy","UNCONVENTIONAL MYOSIN-IXB","TRANSFORMING PROTEIN RHOA","UNCONVENTIONAL MYOSIN-9B","RHO CDNA CLONE 12,H12","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.3e-07,"M"
"448","5ij0","TUBULIN ALPHA-1B CHAIN","TUBULIN BETA-3 CHAIN","ALPHA-TUBULIN UBIQUITOUS,TUBULIN K-ALPHA-1,TUBULIN ALPHA-","TUBULIN BETA-4 CHAIN,TUBULIN BETA-III","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.9e-06,"M"
"449","5ij9","TUBULIN ALPHA-1B CHAIN","TUBULIN BETA-3 CHAIN","ALPHA-TUBULIN UBIQUITOUS,TUBULIN K-ALPHA-1,TUBULIN ALPHA-","TUBULIN BETA-4 CHAIN,TUBULIN BETA-III","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.34e-05,"M"
"450","5inb","SERINE","CELL DIVISION CYCLE-ASSOCIATED PROTEIN 2","PP-1G,PROTEIN PHOSPHATASE 1C CATALYTIC SUBUNIT","RECRUITS PP1 ONTO MITOTIC CHROMATIN AT ANAPHASE PROTEIN,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.23e-07,"M"
"451","5ioh","SERINE","CELL DIVISION CYCLE-ASSOCIATED PROTEIN 2","PP-1A","RECRUITS PP1 ONTO MITOTIC CHROMATIN AT ANAPHASE PROTEIN,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.78e-07,"M"
"452","5ixd","TYROSINE-PROTEIN KINASE JAK1","INTERFERON LAMBDA RECEPTOR 1","JANUS KINASE 1,JAK-1","IFN-LAMBDA-R1,CYTOKINE RECEPTOR CLASS-II MEMBER 12,CYTOKINE","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.05e-08,"M"
"453","5j28","SERINE","ANTIGEN KI-67","PP-1G,PROTEIN PHOSPHATASE 1C CATALYTIC SUBUNIT","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.93e-07,"M"
"454","5j8h","CALMODULIN","EUKARYOTIC ELONGATION FACTOR 2 KINASE","CAM","EEF-2K,CALCIUM","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.53e-07,"M"
"455","5jem","INTERFERON REGULATORY FACTOR 3","CREB-BINDING PROTEIN","IRF-3","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",6.02e-06,"M"
"456","5jg6","ANAPHASE-PROMOTING COMPLEX SUBUNIT 11","POLYUBIQUITIN-B","APC11,CYCLOSOME SUBUNIT 11,HEPATOCELLULAR CARCINOMA-","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.6e-06,"M"
"457","5jjd","COLLAGEN TYPE IV ALPHA-3-BINDING PROTEIN","COLLAGEN TYPE IV ALPHA-3-BINDING PROTEIN","CERAMIDE TRANSFER PROTEIN,HCERT,GOODPASTURE ANTIGEN-BINDING","CERAMIDE TRANSFER PROTEIN,HCERT,GOODPASTURE ANTIGEN-BINDING","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9.2e-06,"M"
"458","5jke","IZUMO SPERM-EGG FUSION PROTEIN 1","SPERM-EGG FUSION PROTEIN JUNO","OOCYTE BINDING","FOLATE RECEPTOR 4,FOLATE RECEPTOR DELTA,FR-DELTA,IZUMO1","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9.1e-08,"M"
"459","5jw9","AF4","RNA POLYMERASE II ELONGATION FACTOR ELL2","ALL1-FUSED GENE FROM CHROMOSOME 5Q31 PROTEIN,PROTEIN AF-","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",8.6e-08,"M"
"460","5k22","PROTEIN TYROSINE PHOSPHATASE TYPE IVA 2","METAL TRANSPORTER CNNM3","HU-PP-1,OV-1,PTP(CAAXII),PROTEIN-TYROSINE PHOSPHATASE 4A2,","ANCIENT CONSERVED DOMAIN-CONTAINING PROTEIN 3,CYCLIN-M3","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.5e-08,"M"
"461","5kho","RAS-INTERACTING PROTEIN 1","RAS-RELATED PROTEIN RAP-1B","RAIN","GTP-BINDING PROTEIN SMG P21B","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9e-07,"M"
"462","5kwy","NIEMANN-PICK C1 PROTEIN","EPIDIDYMAL SECRETORY PROTEIN E1","NA","HUMAN EPIDIDYMIS-SPECIFIC PROTEIN 1,HE1,NIEMANN-PICK DISEASE","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",4.29e-07,"M"
"463","5lgk","IG EPSILON CHAIN C REGION","LOW AFFINITY IMMUNOGLOBULIN EPSILON FC RECEPTOR","NA","BLAST-2,C-TYPE LECTIN DOMAIN FAMILY 4 MEMBER J,FC-EPSILON-","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.2e-06,"M"
"464","5lpu","ANNEXIN A2","PROTEIN S100-A4","ANNEXIN II,ANNEXIN-2,CALPACTIN I HEAVY CHAIN,CALPACTIN-1","CALVASCULIN,METASTASIN,PLACENTAL CALCIUM-BINDING PROTEIN,","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",7.8e-06,"M"
"465","5lrw","OTU DOMAIN-CONTAINING PROTEIN 7B","POLYUBIQUITIN-B","CELLULAR ZINC FINGER ANTI-NF-KAPPA-B PROTEIN,ZINC FINGER A20","NA","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",9.3e-06,"M"
"466","5lxm","AURORA KINASE A","TARGETING PROTEIN FOR XKLP2","AURORA 2,AURORA","DIFFERENTIALLY EXPRESSED IN CANCEROUS AND NON-CANCEROUS LUNG","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",1.8e-07,"M"
"467","5m36","14-3-3 PROTEIN ZETA","M-PHASE INDUCER PHOSPHATASE 3","PROTEIN KINASE C INHIBITOR PROTEIN 1,KCIP-1","DUAL SPECIFICITY PHOSPHATASE CDC25C","HOMO SAPIENS","HOMO SAPIENS","9606","9606","Kd",2.75e-06,"M"
